Label	Area	Perim	Circ	Feret	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
imp	1.426	7.576	0.312	2.007	14.575	16.276	110.009	1.252	1.975	0.506	0.727
imp	0.01	0.399	0.755	0.161	24.289	16.73	31.608	0.083	1.954	0.512	0.937
imp	0.005	0.277	0.803	0.107	14.654	17.369	57.095	0.058	1.604	0.623	0.972
imp	0.008	0.343	0.875	0.131	14.458	17.332	139.899	0.09	1.217	0.822	0.966
imp	0.01	0.376	0.86	0.146	14.717	17.396	130.601	0.1	1.324	0.755	0.963
imp	0.004	0.244	0.909	0.091	14.633	17.586	125.538	0.063	1.222	0.818	0.96
imp	0.003	0.199	0.877	0.075	14.078	17.654	140.711	0.048	1.222	0.818	1
imp	0.011	0.42	0.804	0.15	13.951	17.85	137.862	0.111	1.216	0.822	0.923
imp	0.002	0.178	0.899	0.067	14.178	18.051	135	0.048	1	1	1
imp	0.007	0.319	0.896	0.11	13.751	18.236	35.218	0.09	1.028	0.973	0.956
imp	0.003	0.218	0.92	0.086	16.825	0.375	137.49	0.058	1.173	0.853	0.977
imp	3.211	7.726	0.676	2.902	12.192	1.178	161.532	1.859	1.513	0.661	0.964
imp	2.547	7.652	0.547	2.552	7.079	3.428	12.31	1.558	1.578	0.634	0.913
imp	1.863	5.793	0.698	1.925	4.02	2.293	132.665	1.477	1.23	0.813	0.938
imp	3.554	8.119	0.678	2.75	19.746	5.917	85.593	1.956	1.567	0.638	0.932
imp	2.277	6.509	0.675	2.111	18.061	6.524	98.779	1.667	1.268	0.788	0.922
imp	0.004	0.247	0.898	0.097	2.641	7.195	45	0.069	1.192	0.839	0.972
imp	3.04	7.075	0.763	2.529	14.332	9.625	81.108	1.602	1.449	0.69	0.964
imp	2.469	9.229	0.364	2.483	8.653	7.406	116.129	1.575	1.788	0.559	0.865
imp	2.22	6.274	0.709	2.1	21.733	7.581	136.834	1.427	1.312	0.762	0.954
imp	3.55	7.71	0.75	2.691	3.423	10.227	18.542	1.942	1.371	0.729	0.961
imp	0.003	0.188	0.89	0.071	9.012	9.429	138.013	0.048	1.111	0.9	1
imp	2.545	6.377	0.786	2.147	22.631	10.697	143.102	1.586	1.241	0.806	0.975
imp	3.966	9.997	0.499	4.144	7.343	10.644	124.298	1.495	2.637	0.379	0.937
imp	1.885	5.774	0.71	2.116	17.818	13.481	81.384	1.308	1.75	0.571	0.939
imp	0.205	2.111	0.577	0.687	19.815	12.625	7.07	0.499	1.333	0.75	0.836
imp	0.762	10.195	0.092	1.869	20.364	14.073	39.495	1.232	1.837	0.544	0.461
imp	0.009	0.364	0.88	0.135	20.856	12.562	149.421	0.095	1.278	0.783	0.946
imp	0.035	0.849	0.611	0.29	20.026	12.805	123.111	0.217	1.288	0.776	0.839
imp	0.003	0.214	0.905	0.082	21.078	12.837	135	0.058	1.063	0.941	0.987
imp	0.028	0.934	0.401	0.371	20.396	12.921	116.2	0.134	3.222	0.31	0.724
imp	2.508	7.052	0.634	2.048	23.085	13.18	132.91	1.87	1.145	0.874	0.9
imp	0.019	0.6	0.653	0.234	20.666	13.312	75.651	0.106	2.481	0.403	0.903
imp	0.009	0.399	0.68	0.162	20.116	13.243	160.974	0.063	2.65	0.377	0.949
imp	0.027	0.743	0.61	0.281	20.349	13.291	129.668	0.176	1.721	0.581	0.856
imp	2.526	6.281	0.804	2.063	12.985	14.818	38.866	1.708	1.053	0.949	0.975
imp	0.006	0.275	0.915	0.101	20.75	13.508	51.34	0.074	1.116	0.896	0.978
imp	1.688	10.689	0.186	2.512	19.973	15.515	92.652	1.438	1.606	0.623	0.624
imp	0.006	0.299	0.882	0.123	19.699	15.626	46.736	0.078	1.467	0.682	0.968
imp	1.523	5.291	0.684	1.733	13.893	16.894	15.562	1.24	1.286	0.777	0.915
imp	0.003	0.188	0.89	0.071	19.662	15.631	131.987	0.048	1.111	0.9	1
imp	0.069	1.248	0.553	0.431	19.767	15.716	139.475	0.285	1.698	0.589	0.82
imp	0.005	0.277	0.798	0.106	19.62	15.901	116.565	0.053	1.815	0.551	0.986
imp	0.009	0.379	0.807	0.149	20.438	18.066	135	0.106	1.39	0.72	0.946
imp	0.011	0.474	0.604	0.184	20.047	18.109	129.174	0.098	1.997	0.501	0.833
imp	2.59	7.398	0.595	2.739	22.483	2.245	51.185	1.678	1.712	0.584	0.908
imp	1.74	14.254	0.108	2.11	11.236	2.641	36.755	1.756	1.24	0.806	0.696
imp	0.002	0.178	0.899	0.067	13.84	0.898	135	0.048	1	1	1
imp	0.006	0.29	0.832	0.106	11.706	1.727	53.13	0.079	1.173	0.852	0.922
imp	2.711	8.233	0.503	3.52	1.469	4.369	49.809	1.07	3.369	0.297	0.946
imp	2.287	6.695	0.641	2.284	23.259	3.133	144.031	1.704	1.255	0.797	0.902
imp	2.923	9.289	0.426	3.501	19.012	2.979	133.349	1.253	2.782	0.359	0.939
imp	2.698	6.876	0.717	2.425	15.351	5.267	59.357	1.592	1.516	0.659	0.963
imp	3.555	8.261	0.655	3.308	25.98	7.021	66.669	1.56	2.16	0.463	0.956
imp	2.423	6.785	0.661	2.454	7.67	5.589	107.538	1.29	1.948	0.513	0.944
imp	2.134	6.263	0.684	1.958	3.772	5.853	129.746	1.501	1.33	0.752	0.937
imp	2.055	5.91	0.739	2.103	13.555	6.128	117.531	1.535	1.378	0.726	0.955
imp	1.342	9.605	0.183	2.125	16.022	6.587	98.432	1.2	2.06	0.485	0.644
imp	2.441	6.711	0.681	2.101	18.383	6.677	118.047	1.692	1.206	0.829	0.951
imp	0.334	2.816	0.529	0.907	16.397	7.179	168.232	0.595	1.826	0.548	0.843
imp	0.006	0.292	0.821	0.107	16.894	7.76	122.905	0.069	1.346	0.743	0.95
imp	0.017	0.56	0.671	0.189	0.56	9.984	120.141	0.111	1.637	0.611	0.909
imp	0.512	5.409	0.22	1.172	0.301	10.042	110.314	0.93	1.424	0.702	0.601
imp	3.097	9.387	0.442	3.99	11.204	11.965	21.027	1.216	3.653	0.274	0.923
imp	0.159	2.883	0.24	0.796	20.967	10.407	171.225	0.48	1.668	0.6	0.598
imp	0.036	0.852	0.627	0.334	0.983	10.497	140.774	0.162	2.397	0.417	0.88
imp	0.066	1.287	0.503	0.478	21.865	10.523	141.736	0.261	2.132	0.469	0.771
imp	0.371	6.798	0.101	2.384	20.618	10.565	139.853	0.436	7.265	0.138	0.409
imp	0.008	0.371	0.707	0.153	21.669	10.629	133.603	0.08	2.011	0.497	0.874
imp	0.059	1.08	0.631	0.421	0.75	11.041	57.308	0.228	1.941	0.515	0.879
imp	0.016	0.495	0.839	0.187	1.109	10.808	137.291	0.137	1.271	0.787	0.945
imp	0.066	1.743	0.274	0.701	21.844	10.893	144.513	0.202	4.138	0.242	0.659
imp	1.102	10.99	0.115	2.025	7.639	12.367	43.309	1.337	1.592	0.628	0.579
imp	0.016	0.601	0.572	0.239	1.268	11.125	35.096	0.111	2.391	0.418	0.801
imp	0.027	0.694	0.71	0.277	0.961	11.041	131.906	0.153	1.965	0.509	0.903
imp	0.003	0.206	0.897	0.079	1.5	11.046	132.274	0.053	1.103	0.907	0.995
imp	0.024	0.7	0.621	0.246	0.507	11.215	149.036	0.169	1.567	0.638	0.837
imp	0.024	0.667	0.674	0.241	22.583	11.226	116.003	0.165	1.376	0.727	0.877
imp	0.2	2.911	0.296	0.937	1.183	11.416	158.499	0.436	3.29	0.304	0.584
imp	0.012	0.502	0.619	0.212	21.875	11.273	145.125	0.091	2.568	0.389	0.876
imp	0.02	0.626	0.631	0.229	22.763	11.368	128.454	0.157	1.37	0.73	0.864
imp	0.004	0.229	0.918	0.084	0.993	11.395	145.305	0.058	1.193	0.838	0.979
imp	0.024	0.651	0.716	0.255	0.697	11.505	140.042	0.137	1.993	0.502	0.913
imp	0.006	0.304	0.751	0.12	21.817	11.505	131.424	0.078	1.642	0.609	0.896
imp	0.033	0.811	0.625	0.331	1.41	11.822	167.074	0.137	2.498	0.4	0.905
imp	0.009	0.412	0.679	0.159	22.435	12.298	68.552	0.079	2.094	0.478	0.9
imp	0.01	0.388	0.808	0.152	22.678	12.34	146.31	0.095	1.63	0.614	0.93
imp	2.991	9.323	0.432	3.156	15.964	13.27	161.049	1.326	2.478	0.404	0.935
imp	2.551	7.499	0.57	2.923	11.733	13.983	137.051	1.1	2.731	0.366	0.949
imp	2.776	6.95	0.722	2.321	17.887	15.541	160.451	1.853	1.177	0.849	0.952
imp	3.169	9.832	0.412	3.862	9.033	2.557	34.973	1.137	3.957	0.253	0.893
imp	3.22	8.138	0.611	2.989	4.612	2.229	125.432	1.666	1.799	0.556	0.948
imp	1.534	7.607	0.333	1.762	21.009	3.951	49.865	1.453	1.38	0.725	0.78
imp	3.146	8.189	0.59	3.356	15.932	2.699	91.714	1.499	2.317	0.432	0.94
imp	0.018	0.525	0.821	0.187	21.41	2.858	135	0.136	1.302	0.768	0.926
imp	2.648	7.023	0.675	2.448	17.496	3.645	117.229	1.774	1.284	0.779	0.962
imp	3.052	7.728	0.642	2.792	10.121	6.033	130.472	1.689	1.492	0.67	0.913
imp	2.224	6.685	0.625	2.202	3.497	7.512	164.697	1.709	1.398	0.715	0.905
imp	2.19	6.652	0.622	2.324	13.354	8.088	161.03	1.329	1.817	0.55	0.954
imp	2.173	6.64	0.619	2.491	0.882	8.943	167.26	1.509	1.573	0.636	0.903
imp	1.868	8.155	0.353	2.082	24.675	10.206	27.345	1.616	1.186	0.843	0.834
imp	2.201	8.866	0.352	2.168	18.922	9.873	16.713	1.398	1.481	0.675	0.888
imp	0.004	0.248	0.917	0.101	26.307	8.901	137.121	0.069	1.318	0.759	0.967
imp	0.758	6.212	0.247	1.757	5.526	10.861	32.352	0.812	2.308	0.433	0.812
imp	3.607	7.615	0.782	2.678	13.677	12.52	18.042	1.951	1.367	0.731	0.976
imp	0.016	0.514	0.782	0.182	6.54	11.067	29.539	0.116	1.393	0.718	0.941
imp	0.024	0.662	0.683	0.214	6.302	11.226	57.095	0.167	1.163	0.86	0.895
imp	0.004	0.224	0.884	0.087	5.557	11.051	127.569	0.053	1.311	0.763	0.988
imp	0.2	2.487	0.406	0.812	5.584	11.199	147.758	0.491	1.711	0.584	0.761
imp	0.15	2.482	0.306	0.75	6.55	11.542	33.802	0.434	1.846	0.542	0.667
imp	0.043	1.192	0.381	0.466	6.27	11.358	23.369	0.175	3.643	0.274	0.678
imp	0.022	0.582	0.813	0.223	22.636	11.453	121.43	0.144	1.558	0.642	0.956
imp	2.339	15.664	0.12	2.586	12.34	15.378	112.584	1.717	1.44	0.694	0.672
imp	0.022	0.652	0.663	0.236	11.389	16.08	63.435	0.143	1.743	0.574	0.885
imp	0.982	5.368	0.428	1.919	6.133	0.903	169.371	0.801	2.678	0.373	0.83
imp	0.66	4.064	0.502	1.542	17.723	1.215	143.641	0.622	2.863	0.349	0.884
imp	0.496	3.889	0.412	1.269	6.962	2.335	37.729	0.742	1.808	0.553	0.807
imp	0.003	0.217	0.879	0.083	7.11	1.606	140.194	0.053	1.209	0.827	0.992
imp	0.009	0.39	0.782	0.149	14.189	1.965	62.526	0.085	1.7	0.588	0.946
imp	0.03	0.866	0.506	0.338	14.3	1.933	165.53	0.151	2.389	0.418	0.814
imp	0.069	1.242	0.566	0.501	14.68	2.055	114.944	0.227	2.373	0.421	0.885
imp	3.597	9.03	0.554	3.334	8.304	3.296	6.551	1.782	2.046	0.489	0.892
imp	0.56	4.57	0.337	1.124	14.326	2.995	170.803	0.815	1.213	0.825	0.808
imp	0.114	1.639	0.536	0.605	13.846	2.995	99.545	0.304	2.249	0.445	0.822
imp	0.013	0.522	0.611	0.195	14.3	3.402	18.925	0.095	2.244	0.446	0.896
imp	2.522	6.378	0.779	2.09	22.462	3.809	106.144	1.75	1.025	0.975	0.956
imp	2.951	10.222	0.355	2.49	2.895	5.652	19.973	1.747	1.453	0.688	0.893
imp	2.427	6.57	0.707	2.24	17.084	6.249	161.864	1.736	1.165	0.858	0.955
imp	3.775	8.311	0.687	2.966	8.267	8.674	67.82	1.637	1.799	0.556	0.947
imp	2.961	7.315	0.695	2.288	1.844	8.447	47.059	1.906	1.073	0.932	0.931
imp	3.377	8.005	0.662	2.745	21.706	8.817	31.947	1.836	1.442	0.694	0.927
imp	2.641	7.198	0.641	2.412	18.246	10.354	85.101	1.762	1.534	0.652	0.908
imp	0.997	7.89	0.201	1.636	15.124	10.169	61.449	1.254	1.374	0.728	0.704
imp	0.007	0.332	0.833	0.139	16.418	9.826	130.365	0.078	1.71	0.585	0.942
imp	1.682	9.944	0.214	2.501	16.556	10.09	103.185	1.049	2.309	0.433	0.798
imp	0.008	0.376	0.745	0.158	15.356	10.333	126.87	0.08	2.075	0.482	0.919
imp	3.088	7.197	0.749	2.4	0.777	10.46	124.145	1.724	1.359	0.736	0.962
imp	0.008	0.356	0.814	0.153	15.721	10.782	133.603	0.078	1.927	0.519	0.945
imp	0.019	0.621	0.604	0.271	15.832	10.909	128.66	0.107	2.873	0.348	0.899
imp	2.331	6.188	0.765	2.355	18.468	11.447	131.271	1.444	1.579	0.633	0.973
imp	2.458	7.012	0.628	2.335	8.5	13.782	68.776	1.735	1.267	0.789	0.936
imp	1.51	9.79	0.198	2.388	11.268	13.708	20.319	1.374	2.187	0.457	0.618
imp	1.32	14.324	0.081	3.204	22.805	14.395	26.227	1.222	2.347	0.426	0.505
imp	0.009	0.361	0.852	0.135	11.807	13.386	154.44	0.079	1.549	0.646	0.966
imp	2.848	7.313	0.669	2.767	11.616	0.048	100.559	1.439	1.864	0.537	0.965
imp	2.35	7.155	0.577	2.135	24.939	1.986	49.214	1.726	1.037	0.965	0.913
imp	0.033	0.785	0.67	0.293	26.529	0.618	103.536	0.153	2.102	0.476	0.906
imp	2.896	7.042	0.734	2.27	19.255	1.326	145.718	1.795	1.256	0.796	0.947
imp	0.002	0.178	0.899	0.067	21.289	1.733	135	0.048	1	1	1
imp	2.166	6.411	0.662	2.182	19.318	4.997	38.118	1.486	1.485	0.673	0.924
imp	2.499	6.828	0.674	2.268	5.293	5.314	2.136	1.629	1.463	0.684	0.929
imp	2.023	6.21	0.659	2.264	22.926	5.272	98.451	1.401	1.727	0.579	0.911
imp	3.112	11.041	0.321	3.295	11.384	9.841	84.573	1.373	2.655	0.377	0.868
imp	2.238	6.359	0.696	2.232	13.74	6.646	124.292	1.398	1.607	0.622	0.927
imp	2.545	7.042	0.645	2.656	6.862	7.047	124.385	1.602	1.701	0.588	0.936
imp	2.473	6.702	0.692	2.202	18.209	8.553	146.348	1.589	1.218	0.821	0.937
imp	2.552	7.003	0.654	2.205	21.896	9.118	154.908	1.736	1.1	0.909	0.913
imp	4.564	9.9	0.585	3.652	21.854	10.74	124.748	1.735	2.285	0.438	0.918
imp	3.635	8.139	0.69	2.612	4.205	11.078	140.58	2.01	1.137	0.88	0.936
imp	3.131	8.277	0.574	2.813	14.981	13.481	45.837	1.785	1.405	0.712	0.906
imp	2.696	7.235	0.647	2.623	8.7	14.073	69.12	1.632	1.61	0.621	0.942
imp	2.958	10.614	0.33	3.126	4.406	17.079	40.202	1.727	1.828	0.547	0.878
imp	4.602	11.552	0.433	3.652	12.43	15.483	156.105	2.001	2.132	0.469	0.824
imp	0.005	0.266	0.926	0.101	4.39	16.651	128.66	0.074	1.207	0.828	0.959
imp	0.003	0.193	0.925	0.075	14.279	17.396	135	0.053	1.052	0.95	0.99
imp	0.011	0.446	0.683	0.182	9.445	0.206	157.891	0.074	2.463	0.406	0.958
imp	1.53	8.269	0.281	2.339	9.303	2.567	74.677	1.142	2.514	0.398	0.787
imp	3.515	9.217	0.52	3.749	13.37	0.597	138.199	1.295	3.045	0.328	0.928
imp	2.733	6.567	0.796	2.239	21.606	0.602	126.654	1.743	1.217	0.822	0.969
imp	2.546	7.455	0.576	2.55	4.041	1.495	145.553	1.692	1.433	0.698	0.916
imp	0.002	0.178	0.899	0.067	9.134	1.263	135	0.048	1	1	1
imp	3.027	7.064	0.762	2.289	12.847	3.571	142.125	1.765	1.264	0.791	0.954
imp	3.833	11.223	0.382	3.071	22.266	4.142	127.382	1.903	1.716	0.583	0.857
imp	2.117	6.03	0.732	1.915	9.641	6.16	82.071	1.499	1.246	0.803	0.937
imp	0.011	0.481	0.619	0.191	5.494	4.358	133.877	0.111	2.01	0.498	0.826
imp	0.016	0.502	0.778	0.187	5.763	4.406	111.501	0.111	1.626	0.615	0.936
imp	2.345	7.348	0.546	2.002	5.341	4.527	118.188	1.734	1.024	0.976	0.937
imp	0.02	0.622	0.664	0.248	6.096	4.612	128.089	0.13	2.194	0.456	0.852
imp	2.58	6.953	0.671	2.419	15.029	8.014	72.594	1.708	1.431	0.699	0.949
imp	0.004	0.221	0.916	0.086	1.257	6.783	132.51	0.058	1.121	0.892	0.988
imp	3.093	7.227	0.744	2.617	19.598	7.934	173.277	1.651	1.493	0.67	0.975
imp	1.988	6.278	0.634	2.277	3.603	9.884	110.369	1.395	1.749	0.572	0.902
imp	2.679	6.988	0.689	2.699	8.806	12.594	59.671	1.507	1.68	0.595	0.959
imp	1.114	5.8	0.416	1.715	14.353	11.68	169.348	1.172	1.246	0.802	0.826
imp	0.034	0.963	0.458	0.4	16.027	11.759	12.2	0.126	3.719	0.269	0.842
imp	0.003	0.188	0.89	0.071	16.049	11.949	131.987	0.048	1.111	0.9	1
imp	0.003	0.217	0.894	0.082	15.837	12.271	135	0.058	1.021	0.979	0.996
imp	0.002	0.178	0.899	0.067	16.297	12.435	135	0.048	1	1	1
imp	0.038	1.147	0.365	0.506	16.603	12.921	73.644	0.1	5.887	0.17	0.863
imp	0.005	0.265	0.9	0.097	16.545	12.715	40.601	0.074	1.049	0.953	0.965
imp	0.015	0.537	0.64	0.224	16.339	12.652	153.435	0.094	2.673	0.374	0.9
imp	0.007	0.342	0.75	0.137	15.272	12.789	152.447	0.063	2.03	0.493	0.965
imp	2.537	7.379	0.585	2.19	3.423	13.819	165.327	1.739	1.089	0.918	0.908
imp	0.035	1.021	0.428	0.445	16.033	12.958	156.176	0.112	4.518	0.221	0.874
imp	4.568	10.154	0.557	3.636	3.777	15.409	136.354	1.779	2.249	0.445	0.908
imp	2.675	6.756	0.736	2.143	16.112	1.421	171.35	1.749	1.207	0.828	0.943
imp	2.347	6.729	0.651	2.241	9.07	2.277	160.155	1.759	1.214	0.824	0.961
imp	2.511	8.692	0.418	2.415	6.233	4.052	13.276	1.679	1.303	0.767	0.822
imp	3.074	7.411	0.703	2.599	14.802	3.867	164.919	1.716	1.536	0.651	0.964
imp	0.182	2.543	0.354	1.115	19.419	5.689	84.289	0.267	4.395	0.228	0.878
imp	0.003	0.196	0.905	0.075	20.121	4.612	135	0.053	1.025	0.975	0.995
imp	4.888	9.144	0.735	3.169	10.021	4.638	98.049	2.334	1.303	0.767	0.944
imp	0.128	2.384	0.283	0.749	19.984	5.314	62.712	0.342	2.441	0.41	0.674
imp	2.532	7.409	0.58	2.657	5.214	6.873	38.055	1.578	1.658	0.603	0.914
imp	0.116	1.801	0.45	0.612	19.915	6.101	79.563	0.357	1.661	0.602	0.737
imp	0.374	5.189	0.174	1.146	19.519	5.637	102.242	0.968	1.271	0.787	0.497
imp	1.644	5.687	0.639	1.814	15.198	8.003	67.393	1.41	1.194	0.837	0.942
imp	2.921	6.917	0.767	2.258	15.943	10.745	19.834	1.898	1.115	0.896	0.953
imp	2.388	6.343	0.746	2.188	1.469	10.042	95.821	1.52	1.473	0.679	0.948
imp	3.021	8.869	0.483	3.545	8.922	11.447	7.707	1.475	2.704	0.37	0.87
imp	1.757	7.593	0.383	2.041	4.448	12.731	87.478	1.587	1.418	0.705	0.833
imp	0.003	0.199	0.877	0.075	5.578	11.299	140.711	0.048	1.222	0.818	1
imp	0.025	0.744	0.558	0.273	5.563	11.358	121.535	0.162	1.79	0.559	0.817
imp	0.005	0.254	0.889	0.101	5.747	11.474	128.66	0.063	1.359	0.736	0.968
imp	2.355	9.7	0.315	3.303	18.447	12.435	108.174	1.35	3.512	0.285	0.692
imp	3.816	30.277	0.052	4.011	11.056	13.339	124.59	2.425	1.596	0.626	0.595
imp	0.007	0.323	0.802	0.133	12.108	13.65	146.31	0.073	1.837	0.544	0.948
imp	0.143	2.327	0.333	0.666	12.684	14.522	47.573	0.432	1.841	0.543	0.732
imp	0.004	0.239	0.912	0.09	11.384	14.231	49.764	0.063	1.118	0.895	0.98
imp	0.004	0.228	0.887	0.086	11.854	14.348	132.51	0.058	1.093	0.915	0.996
imp	3.291	8.451	0.579	3.13	6.92	17.575	84.771	1.649	1.893	0.528	0.914
imp	0.027	0.731	0.644	0.254	12.821	14.564	102.011	0.169	1.45	0.69	0.858
imp	0.107	2.164	0.288	0.664	12.192	15.071	9.162	0.332	2.209	0.453	0.667
imp	0.011	0.393	0.879	0.139	13.275	14.892	127.304	0.1	1.157	0.864	0.981
imp	0.01	0.44	0.633	0.178	13.175	15.177	59.621	0.086	2.326	0.43	0.874
imp	0.187	2.663	0.332	0.696	12.816	15.161	138.691	0.481	1.289	0.776	0.714
imp	0.008	0.334	0.846	0.124	12.921	15.99	39.806	0.085	1.128	0.886	0.968
imp	0.02	0.662	0.586	0.223	13.037	16.117	22.306	0.132	1.847	0.542	0.841
imp	0.028	0.827	0.512	0.318	12.731	16.107	158.552	0.14	2.896	0.345	0.782
imp	2.203	5.942	0.784	1.869	11.41	1.484	115.986	1.621	1.047	0.955	0.954
imp	2.377	6.398	0.73	2.075	7.332	4.363	86.205	1.642	1.096	0.912	0.947
imp	0.768	3.745	0.688	1.318	10.819	3.481	154.359	0.924	1.48	0.676	0.916
imp	3.798	8.602	0.645	3.166	5.531	4.422	98.928	1.717	1.789	0.559	0.936
imp	0.006	0.293	0.851	0.111	15.652	4.723	121.43	0.069	1.49	0.671	0.959
imp	4.428	9.805	0.579	3.816	23.185	8.146	39.044	1.59	2.574	0.389	0.959
imp	0.012	0.414	0.886	0.156	9.546	7.665	151.699	0.1	1.375	0.727	0.971
imp	2.234	5.914	0.803	1.881	13.946	10.169	62.571	1.614	1.124	0.89	0.968
imp	0.002	0.178	0.899	0.067	6.815	11.59	135	0.048	1	1	1
imp	2.588	6.52	0.765	2.241	20.739	14.944	85.674	1.692	1.132	0.884	0.957
imp	4.592	9.48	0.642	2.869	16.688	14.781	14.394	2.412	1.258	0.795	0.884
imp	2.164	6.332	0.678	2.379	4.596	13.587	127.964	1.376	1.591	0.629	0.944
imp	4.037	8.586	0.688	2.806	23.053	13.751	105.842	2.045	1.392	0.718	0.912
imp	2.526	6.354	0.786	2.006	8.626	17.802	57.147	1.739	1.071	0.934	0.961
imp	1.633	12.025	0.142	2.264	19.255	0.016	97.374	1.412	1.628	0.614	0.716
imp	0.028	0.917	0.419	0.291	19.334	0.967	101.514	0.189	1.603	0.624	0.69
imp	0.009	0.377	0.832	0.145	19.192	1.41	56.889	0.094	1.548	0.646	0.94
imp	2.221	6.28	0.708	2.231	11.579	2.425	138.648	1.59	1.408	0.71	0.946
imp	2.555	8.247	0.472	2.187	1.696	3.877	174.317	1.737	1.188	0.842	0.875
imp	2.666	7.262	0.635	2.437	9.324	4.939	16.628	1.737	1.33	0.752	0.886
imp	2.829	7.249	0.676	2.369	16.529	5.246	172.827	1.68	1.261	0.793	0.928
imp	2.962	8.091	0.569	2.88	19.678	5.261	151.272	1.636	1.775	0.563	0.929
imp	4.462	10.203	0.539	3.997	15.404	9.35	87.728	1.544	2.833	0.353	0.902
imp	2.634	7.275	0.625	2.803	5.277	6.857	12.517	1.263	2.206	0.453	0.965
imp	0.003	0.196	0.905	0.075	5.135	6.566	45	0.053	1.025	0.975	0.995
imp	2.964	7.604	0.644	2.625	23.323	6.545	93.576	1.734	1.551	0.645	0.894
imp	0.007	0.32	0.892	0.113	5.172	6.767	117.759	0.085	1.204	0.831	0.949
imp	2.938	7.369	0.68	2.842	17.565	7.359	171.448	1.428	1.963	0.51	0.959
imp	4.352	9.568	0.597	3.916	1.653	10.877	74.67	1.575	2.527	0.396	0.953
imp	2.442	12.242	0.205	2.769	10.243	8.452	168.669	1.498	1.801	0.555	0.815
imp	0.007	0.302	0.921	0.113	11.051	8.568	37.405	0.085	1.163	0.86	0.96
imp	2.593	6.384	0.8	2.054	7.29	10.951	65.215	1.742	1.117	0.895	0.954
imp	3.808	9.067	0.582	3.622	23.523	9.831	117.724	1.488	2.59	0.386	0.953
imp	2.909	7.392	0.669	2.725	19.403	12.393	13.794	1.62	1.615	0.619	0.94
imp	3.542	7.849	0.723	2.805	10.824	12.493	143.885	1.815	1.632	0.613	0.953
imp	1.873	6.337	0.586	1.959	7.031	14.189	51.461	1.425	1.171	0.854	0.915
imp	2.882	7.105	0.717	2.496	16.92	14.242	23.581	1.527	1.577	0.634	0.936
imp	2.032	9.72	0.27	3.445	14.886	13.254	104.292	1.591	2.485	0.402	0.505
imp	2.862	7.477	0.643	2.724	20.47	13.634	102.203	1.371	1.933	0.517	0.931
imp	1.767	12.601	0.14	2.295	4.374	15.61	55.03	1.745	1.333	0.75	0.647
imp	0.058	1.112	0.588	0.408	6.038	14.707	71.095	0.208	2.062	0.485	0.883
imp	0.005	0.272	0.884	0.109	5.932	14.485	39.094	0.069	1.358	0.736	0.961
imp	2.472	6.328	0.776	2.08	16.714	2.504	65.062	1.505	1.414	0.707	0.963
imp	1.599	10.69	0.176	2.276	18.552	1.754	151.591	1.451	1.638	0.61	0.696
imp	2.878	8.762	0.471	3.077	24.532	1.521	95.221	1.476	1.978	0.505	0.879
imp	2.265	6.448	0.685	2.189	10.565	2.134	173.904	1.451	1.491	0.67	0.944
imp	0.034	0.838	0.601	0.267	14.342	2.097	62.928	0.21	1.281	0.78	0.808
imp	0.013	0.543	0.562	0.205	14.432	2.192	55.491	0.098	2.472	0.405	0.797
imp	0.003	0.188	0.89	0.071	15.224	2.071	131.987	0.048	1.111	0.9	1
imp	1.586	8.111	0.303	1.905	14.337	2.203	131.291	1.344	1.371	0.729	0.821
imp	3.292	10.441	0.379	3.711	4.247	2.393	102.83	1.806	2.322	0.431	0.787
imp	0.006	0.301	0.863	0.12	19.767	2.604	45	0.085	1.293	0.773	0.97
imp	3.095	8.452	0.544	3.043	17.422	3.603	91.193	1.494	2.036	0.491	0.927
imp	2.057	11.314	0.202	2.35	20.137	4.67	142.306	1.919	1.159	0.863	0.709
imp	0.114	2.469	0.235	0.638	13.592	5.092	70.665	0.418	1.407	0.71	0.576
imp	0.021	0.607	0.7	0.239	14.009	4.77	45	0.13	1.939	0.516	0.885
imp	0.008	0.355	0.759	0.15	12.847	5.003	39.289	0.072	2.066	0.484	0.938
imp	0.007	0.344	0.768	0.142	12.731	5.108	41.987	0.075	1.977	0.506	0.915
imp	0.007	0.316	0.91	0.113	13.428	5.224	52.595	0.09	1.06	0.944	0.965
imp	0.137	3.349	0.154	0.85	13.011	6.001	55.125	0.475	2.253	0.444	0.453
imp	0.007	0.331	0.751	0.128	18.468	5.272	114.444	0.063	1.955	0.511	0.951
imp	0.111	1.993	0.351	0.645	12.25	5.895	71.862	0.307	2.034	0.492	0.783
imp	2.024	6.452	0.611	2.067	10.111	5.573	133.032	1.557	1.299	0.77	0.941
imp	0.01	0.433	0.663	0.183	13.708	5.747	56.768	0.077	2.527	0.396	0.918
imp	0.026	0.698	0.664	0.262	12.039	5.938	71.2	0.156	1.664	0.601	0.913
imp	0.002	0.178	0.899	0.067	13.682	5.753	135	0.048	1	1	1
imp	0.005	0.272	0.922	0.101	12.345	5.964	51.34	0.074	1.154	0.867	0.973
imp	0.018	0.571	0.687	0.198	12.15	6.049	48.24	0.148	1.41	0.709	0.864
imp	0.007	0.316	0.886	0.116	13.217	6.144	46.848	0.09	1.128	0.887	0.953
